path,speaker_id,text,text_id
train\real\LibriTTS\1961\1961_149738_000026_000003_008950.wav,1961,"She was smiling encouragingly now, and as she came toward him, she struck the chords full and strong.",1961_149738_000026_000003
train\real\LibriTTS\7481\7481_101276_000019_000001_008951.wav,7481,"'Your neck is as thin as a cabbage stalk, and it might easily break and your head fall into the basket, and then who would buy anything?'",7481_101276_000019_000001
train\real\LibriTTS\6510\6510_62558_000038_000000_008952.wav,6510,"""No, captain,"" answered the sailor, ""and I repented of my suspicion a long time ago!",6510_62558_000038_000000
train\real\LibriTTS\3157\3157_68361_000003_000000_008953.wav,3157,Years ago two miners worked together for months and finally came to know each other as Tom and Jack.,3157_68361_000003_000000
train\real\LibriTTS\3645\3645_39840_000024_000003_008954.wav,3645,"It is very possible that if that form does not correspond with my requirements I may give up a legal divorce.""",3645_39840_000024_000003
train\real\LibriTTS\6492\6492_68353_000018_000000_008955.wav,6492,"Then the modest, dignified, unselfish bearing of our president among them turned gratitude into love and devotion.",6492_68353_000018_000000
train\real\LibriTTS\497\497_129325_000014_000000_008956.wav,497,"'How should I know?' replied Noah, whose temper had been considerably impaired by walking.",497_129325_000014_000000
train\real\LibriTTS\93\93_126209_000062_000002_008957.wav,93,"The intentions as to reading, working, and learning, which he had so precisely formulated only a few minutes earlier, were suffering a curious collapse into a corner, he knew not how.",93_126209_000062_000002
train\real\LibriTTS\2229\2229_152864_000010_000003_008959.wav,2229,"His mane flowed away behind him like the crest of a wind fighting wave, torn seaward in hoary spray, and the whisk of his tail kept blinding the eye of the moon.",2229_152864_000010_000003
train\real\LibriTTS\3852\3852_175448_000017_000005_008960.wav,3852,"But of his main theses he proves none, and what evidence we have tells against them. At the Museum of La Plata I found that the authorities were practically a unit in regarding his remains of tertiary men and proto men as being either the remains of tertiary American monkeys or of American Indians from strata that were long post tertiary.",3852_175448_000017_000005
train\real\LibriTTS\7416\7416_103126_000062_000002_008963.wav,7416,"Too tired to move, he lay watching the western sky, where the sun set gloriously behind the purple hills.",7416_103126_000062_000002
train\real\LibriTTS\5239\5239_31629_000040_000001_008964.wav,5239,"There were just four of us left aboard who could do anything. The four were Thompson, Dan Taylor, Quashee, and myself.",5239_31629_000040_000001
train\real\LibriTTS\2827\2827_170438_000012_000000_008965.wav,2827,"Keenan himself fell, pierced by bayonets, and the charge was repulsed at once; but a few priceless moments had been saved, and Pleasanton had been given time to post twenty two guns, loaded with double canister, where they would bear upon the enemy.",2827_170438_000012_000000
train\real\LibriTTS\7881\7881_105574_000013_000000_008967.wav,7881,"Our victory was a great one for the nation, and it put two stars on the shoulder straps of General Pope.",7881_105574_000013_000000
train\real\LibriTTS\4044\4044_9010_000043_000000_008968.wav,4044,"'Who looks cross at you, my queen?' roared the Amal. 'Let me have him out here, and by Thor's hammer, I'll-'",4044_9010_000043_000000
train\real\LibriTTS\7832\7832_114468_000028_000001_008969.wav,7832,"They would leave McClellan and the Army of the Potomac nearer to Richmond, their own capital, than they were.",7832_114468_000028_000001
train\real\LibriTTS\5092\5092_28465_000007_000000_008970.wav,5092,"Altogether, I saw about fifteen or sixteen miles of the main trunk. The grade is almost regular, and the walls on either hand are about from two to three thousand feet high, sculptured like those of Yosemite Valley.",5092_28465_000007_000000
train\real\LibriTTS\7241\7241_90852_000019_000004_008971.wav,7241,"A few minutes later, a very old woman, who, the animals noticed, was stone blind, came to take them before the king.",7241_90852_000019_000004
train\real\LibriTTS\337\337_123025_000030_000005_008972.wav,337,"I heard my master say to a gentleman who stopped him to inquire, that he hoped no bones were broken, but that she had not spoken yet.""",337_123025_000030_000005
train\real\LibriTTS\6538\6538_81859_000034_000000_008973.wav,6538,"Then after dreaming a little with his eyes open he fell asleep, gathering new strength for mighty campaigns yet to come.",6538_81859_000034_000000
train\real\LibriTTS\3540\3540_163612_000012_000001_008974.wav,3540,"All the girls here are pink and white, and I am tired to death of their eternal lilie and roses.",3540_163612_000012_000001
train\real\LibriTTS\4719\4719_25766_000064_000000_008975.wav,4719,"""Do as you please,"" replied mr Osborne, coldly; ""I have seen no such Confederate; but if I had, I should have concealed him if I could.",4719_25766_000064_000000
train\real\LibriTTS\205\205_123882_000017_000001_008976.wav,205,"The stove is burning furiously at its sticks this autumn evening, for the air sets in chill as you get clear away from the city and are rising up to the higher ground of the country of the pines and the lakes.",205_123882_000017_000001
train\real\LibriTTS\8329\8329_279775_000070_000000_008977.wav,8329,"""I will take nothing out, I will touch nothing,"" said she to herself, ""but I must see what is inside.""",8329_279775_000070_000000
train\real\LibriTTS\6828\6828_68770_000060_000000_008978.wav,6828,They had almost reached Elmhurst when they met the Honorable Erastus Hopkins driving along the road.,6828_68770_000060_000000
train\real\LibriTTS\561\561_126312_000011_000000_008979.wav,561,"Then first came two white doves in at the kitchen window; next came two turtle doves; and after them came all the little birds under heaven, chirping and hopping about.",561_126312_000011_000000
train\real\LibriTTS\8194\8194_89390_000023_000005_008980.wav,8194,"And beside him, with his face buried in his hands, Raoul de Saint Hubert thanked God fervently that he had saved Diana the added torture of listening to the revelations of the past four months.",8194_89390_000023_000005
train\real\LibriTTS\288\288_131218_000014_000001_008982.wav,288,"""I must attend to my own master's interests, and eat all that is given me, and be sleek and fat as I can, and go no faster than I need.""",288_131218_000014_000001
train\real\LibriTTS\6406\6406_89940_000015_000000_008983.wav,6406,"It was towards the close of the day when Mary set out with her little bundle under her arm, and began to climb up the mountain, following the narrow road to the woods.",6406_89940_000015_000000
train\real\LibriTTS\4586\4586_19665_000024_000001_008984.wav,4586,"I mean to get rid of these Hopes; and, perhaps, you may be surprised to see how soon I succeed.""",4586_19665_000024_000001
train\real\LibriTTS\2269\2269_147627_000014_000001_008985.wav,2269,"Speaking to his good ship, which could both hear and obey, he bade it run down the whale and the witches.",2269_147627_000014_000001
train\real\LibriTTS\2992\2992_164100_000041_000007_008986.wav,2992,"They know that the Sagoths have a spoken language, but they cannot comprehend it, or how it manifests itself, since they have no auditory apparatus.",2992_164100_000041_000007
train\real\LibriTTS\4148\4148_183988_000013_000000_008987.wav,4148,He was sufficiently self possessed to tell himself that it was doubtless due to causes with which he was not directly concerned.,4148_183988_000013_000000
train\real\LibriTTS\2368\2368_157057_000021_000000_008988.wav,2368,"At their evening meal, the water was strictly measured out, and the brandy was increased in quantity in the punch they drank.",2368_157057_000021_000000
train\real\LibriTTS\6395\6395_87997_000007_000012_008989.wav,6395,"He answered, ""Your hopes are groundless. An habitual diarrhoea of more than a year's standing, would be a very bad disease at any age; at my age it is a mortal one.",6395_87997_000007_000012
train\real\LibriTTS\1061\1061_146197_000000_000002_008990.wav,1061,"For more information, or to volunteer, please visit librivox dot org.",1061_146197_000000_000002
train\real\LibriTTS\3717\3717_21493_000033_000002_008991.wav,3717,"At length the princess lost patience, and exclaimed, 'You may have it, then, on condition that you shall find the handsomest prince in the world to be my bridegroom!'",3717_21493_000033_000002
train\real\LibriTTS\7754\7754_105383_000019_000001_008992.wav,7754,"She was crying gently to herself, whilst Suzanne ran up to her and tried to kiss away her tears.",7754_105383_000019_000001
train\real\LibriTTS\188\188_135249_000005_000001_008993.wav,188,"""When I was a child I heard an old minister say that a house was not a real home until it had been consecrated by a birth, a wedding and a death.",188_135249_000005_000001
train\real\LibriTTS\2053\2053_138901_000054_000001_008994.wav,2053,"""Where is he?"" Kate asked in a low voice, and everyone there felt how important was the question.",2053_138901_000054_000001
train\real\LibriTTS\3994\3994_156757_000032_000000_008995.wav,3994,"They came to our house, and we had a hurried little talk with a closed window between us, and were favorably impressed by our tall ""Brother Ben,"" who had very blue eyes and soft brown hair.",3994_156757_000032_000000
